"2.7203389830508","3","111729","3"
"0","4","110506","3"
"3.648","5","110749","3"
"2.2307692307692","5","110530","5"
"2.9285714285714","4","110721","5"
"2.9602272727273","4","110682","2"
"2.8260869565217","4","110541","3"
"3.6517857142857","4","112028","5"
"3.7619047619048","3","110729","5"
"6.5","5","110612","2"
"4.2926829268293","3","110542","4"
"2.5625","5","110593","3"
"3.5854922279793","4","110678","1"
"3.6666666666667","3","112042","3"
"2.0689655172414","3","110602","1"
"2.2073170731707","3","110716","4"
"1.743119266055","5","110603","4"
"3.0960698689956","5","110665","4"
"2.8439716312057","4","110688","2"
"3.0243902439024","4","110534","4"
"3.0482456140351","2","110697","2"
"4.85","4","110722","4"
"3.7714285714286","4","110724","2"
"4.75","5","110670","1"
"2.5364583333333","5","110536","3"
"3.5344827586207","4","110538","4"
"3","4","110553","3"
"2.0526315789474","3","110555","4"
"3.3103448275862","1","112008","4"
"3.0761904761905","5","110658","5"
"4.6666666666667","1","110735","3"
"5.0239520958084","4","110671","4"
"2.5769230769231","4","110556","5"
"4.2043010752688","5","110610","1"
"3.6785714285714","4","110723","3"
"1.8411214953271","4","110686","1"
"4","4","110731","3"
"3.1136363636364","4","110560","4"
"3.9099526066351","4","110632","2"
"3.4670050761421","4","110644","1"
"3.9183673469388","2","110639","2"
"3.1327433628319","3","110548","5"
"3.56","4","110711","1"
"3.56","4","110711","2"
"3.7586206896552","1","110537","3"
"3.7661290322581","2","110606","3"
"3.3269230769231","1","110710","3"
"1.7818181818182","5","110604","1"
"3.9","2","112036","1"
"3.0853658536585","5","110652","5"
"3.6937799043062","2","110533","3"
"2.7863636363636","3","110535","1"
"3.3899082568807","4","110653","3"
"3.256038647343","5","110661","3"
"3.4193548387097","4","110733","2"
"4.0909090909091","5","110725","2"
"3","4","110698","5"
"3.8571428571429","4","110673","4"
"4.9047619047619","4","112025","2"
"4.5616438356164","3","110629","2"
"3.4146341463415","4","110732","3"
"6.4","4","110672","1"
"2.752","4","110715","1"
"2.9625668449198","4","110514","1"
"4.0666666666667","3","110627","2"
"2.5428571428571","4","110693","2"
"3.5185185185185","4","110647","2"
"3","3","110559","3"
"3","5","110649","4"
